,link,title,snippet,is,is not,isn't,will,will not,won't,could,could not,couldn't,can,cannot,can't,are,are not,aren't
147,https://openknowledge.worldbank.org/handle/10986/35203,Enabling Private Investment in Climate Adaptation and Resilience ...,"Mar 2, 2021 ... ... data-driven Blueprint for Action to help governments and their development partners to close the adaptation finance gap. Although climate ...",,,,"To address this tension between the helpful and harmful potential of data, this Report calls for a new social contract that enables the use and reuse of data to create economic and social value, ensures equitable access to that value, and
fosters trust that data will not be misused in harmful ways.","To address this tension between the helpful and harmful potential of data, this Report calls for a new social contract that enables the use and reuse of data to create economic and social value, ensures equitable access to that value, and
fosters trust that data will not be misused in harmful ways.",,,,,"This Report begins by assessing how better use and reuse of data can ...


Today’s unprecedented growth of data and their ubiquity in our lives are
signs that the data revolution is transforming the world.",,,,,
148,https://www.georgetownclimate.org/adaptation/toolkits/equitable-adaptation-toolkit/data-metrics-monitoring-tools.html,"Equitable Adaptation Legal & Policy Toolkit » Data, Metrics &amp ...","However, data-driven approaches can have both positive and negative impacts. ... can identify areas vulnerable to climate-related weather events and disasters, ...","Some of the important data is quantitative, such as the numbers of residents of a certain race, age, gender, and income level.See footnote 2 However, to capture the unique characteristics, perspectives, and knowledge of the community, those numbers need to be combined with qualitative data, or information typically collected through surveys, focus groups, and in-person interviews.See footnote 3 
It is important to include the community in the collection of both quantitative and qualitative data.",,,"The collection of cooling center data will provide planning professionals with essential information to determine whether their public health interventions are successfully reducing mortality in the homeless population.See footnote 9 Here, data and metrics help to monitor, track, and report the progress of policies intended to mitigate cumulative environmental harms.",,,,,,,,,,,
149,https://ramboll.com/greenscenario,GreenScenario - Ramboll Group,"Meet Ramboll GreenScenario: a software-augmented, data-driven design process for climate adaptation planning made intuitive, transparent and collaborative.",,,,,,,,,,,,,,,
150,https://www.westerndigital.com/company/newsroom/press-releases/2017/2017-03-09-un-global-pulse-and-western-digital-announce-data-for-climate-action,UN Global Pulse and Western Digital Announce 'Data For Climate ...,"Mar 9, 2017 ... A diverse panel of experts in climate change and data science will evaluate final submissions based on their methodology, relevance, and ...","This data is primarily held by companies, like those participating in Data for Climate Action.""",,,,,,,,,,,,,,
151,https://orbit.dtu.dk/en/publications/dmi-report-wp311-data-driven-climate-change-adaptation-part-b-nat,DMI report WP311 - Data driven climate change adaptation Part B ...,DMI report WP311 - Data driven climate change adaptation Part B: National and local scale flood modelling as a basis for damage cost assessments: Final ...,,,,,,,,,,,,,,,
152,https://hidot.hawaii.gov/wp-content/uploads/2021/07/HDOT-Climate-Resilience-Action-Plan-and-Appendices-May-2021.pdf,HDOT Climate Adaptation Action Plan,"May 1, 2021 ... NEXT STEPS. Investing for Effective Design When. Considering Climate Change. 24. A Data-driven Resilience Program. 25. REFERENCES.",,,,,,,,,,,,,,,
153,https://www.worldbank.org/en/news/feature/2019/03/11/stepping-up-climate-adaptation-and-resilience-in-africa,Stepping up Climate Adaptation and Resilience in Africa,"Mar 11, 2019 ... As climate change risks intensify, the World Bank is increasing support to Sub- Saharan Africa through its new Action Plan on Climate Change ...",,,,,,,,,,,,,,,
154,https://jupiterintel.com/,Jupiter Intelligence,Jupiter is the global leader in climate analytics for resilience & risk management. Learn about our best-in-science solutions.,,,,,,,,,,,,,,,
155,https://roux.northeastern.edu/academics/post-doc-programs/,Postdoc Programs - Roux Institute at Northeastern University,"Interested in applying artificial intelligence and machine learning to problems in ... Ganguly is a leader in harnessing AI to improve climate adaptation, water and  ...",,,,,,,,,,,,,,,
156,https://futureoflife.org/notcool/,Not Cool: A Climate Podcast - Future of Life Institute,"Climate change, to state the obvious, is a huge and complicated problem. Unlike the threats posed by artificial intelligence, biotechnology or nuclear weapons, ...",,,,,,,,,,,,,,,
157,https://scholarship.law.ufl.edu/cgi/viewcontent.cgi?article=2027&context=facultypub,Artificial Intelligence and Climate Change,"Jul 30, 2020 ... Artificial Intelligence and Climate Change. Amy L. Stein†. As artificial intelligence (AI) continues to embed itself in our daily lives, many focus on ...",,,,,,,,,,,,,,,
158,https://www.sciencedirect.com/science/article/pii/S0048969716304508,Vulnerability to climate change of cocoa in West Africa: Patterns ...,"Jun 15, 2016 ... Schroth G, Läderach P, Martinez-Valle AI, Bunn C (2015c) Climate Vulnerability and Adaptation of the Smallholder Cocoa and Coffee Value ...",,,,,,,,,,,,,,,
159,https://royalsociety.org/topics-policy/projects/digital-technology-and-the-planet/,Digital technology and the planet | Royal Society,"Dec 3, 2020 ... How can technologies, from AI to new forms of computer hardware, ... How can digital technologies be harnessed to tackle climate change?",,,,,,,,,,,,,,,
160,https://www.un-ihe.org/news/game-changer-earth-observation-applications-climate-change-adaptation-and-mitigation,Game changer in earth observation applications for climate change ...,"Jun 17, 2021 ... Added-value services interoperable with GEOSS will be designed, using cognitive search and metadata augmentation tools based on Artificial ...",,,,,,,,,,,,,,,
161,https://www.unep.org/gan/,Home | Global Adaptation Network (GAN),Adapting To Climate Change: A Need For Knowledge. Reducing carbon emissions is no longer enough to halt the effects of climate change. Many countries are ...,,,,,,,,,,,,,,,
162,https://omdena.com/projects/climate-change/,Leveraging Machine Learning For Reducing Climate Change Impacts,"More than 50 Omdena AI changemakers applied machine learning and Natural Language Processing (NLP) to develop an interactive dashboard, which visualizes ...",,,,,,,,,,,,,,,
163,https://towardsdatascience.com/how-data-science-can-help-solve-climate-change-12b28768e77b,How Data Science can help solve Climate Change | by Marco Pasini ...,"... data-driven techniques are being proven to offer great solutions, possibly making this field one of the main protagonists in the war against Climate Change.",,,,,,,,,,,,,,,
164,https://www.frontiersin.org/journals/big-data/sections/data-driven-climate-sciences,Frontiers in Big Data | Data-driven Climate Sciences,"Data-driven Climate Sciences publishes innovative interdisciplinary research involving geospatial data processing and analyses, environmental assessments,  ...",,,,,,,,,,,,,,,
165,https://ascelibrary.org/doi/10.1061/%28ASCE%29IS.1943-555X.0000369,Evacuation Zone Modeling under Climate Change: A Data-Driven ...,"Apr 11, 2017 ... This study develops a novel grid cell–based data-driven method that can predict future evacuation zones under climate change without running ...",The resolution of the DEM data is 1 arcsec (approximately 27 m) and the pixel values are elevations in feet based on North American Vertical Datum of 1988 (NAD83).,,,,,,,,,,,,"Machine learning algorithms are used to establish the relationship between current predetermined evacuation zones and hurricane-related factors, and then to predict how those zones should be updated as those hurricane-related factors change in the future.",,
166,https://news.illinois.edu/view/6367/330450990,New data-driven global climate model provides projections for urban ...,"Jan 4, 2021 ... The results of the research led by University of Illinois Urbana Champaign engineer Lei Zhao are published in the journal Nature Climate Change ...",,,,,,,,,,,,,,,
167,https://www.volkswagenag.com/en/news/2021/03/data-driven-innovations-to-combat-climate-change--volkswagen-and.html,Data-driven innovations to combat climate change: Volkswagen and ...,"Mar 1, 2021 ... Data-driven innovations to combat climate change: Volkswagen and Microsoft Deutschland choose the most innovative sustainability project.",,,,,,,,,,,,,,,
168,https://seas.umich.edu/news/accountability-and-data-driven-urban-climate-governance,Accountability and Data-Driven Urban Climate Governance,"Nov 17, 2020 ... 16 in the journal Nature Climate Change, Hughes and her co-authors examine current understandings of the implications for accountability based ...",,,,,,,,,,,,,,,
169,https://priyadonti.com/,Priya L. Donti,"Donti. Ph.D. Student, Carnegie Mellon University Co-founder and Chair, Climate Change AI.",,,,,,,,,,,,,,,
170,https://www.hpe.com/us/en/insights/articles/armed-with-artificial-intelligence-scientists-take-on-climate-change-1904.html,"Armed with artificial intelligence, scientists take on climate change ...","Apr 17, 2019 ... Researchers are using AI to tackle the flood of data needed to understand and respond to the effects of climate change.",,,,,,,,,,,,,,,
171,https://climate.ai/about/,About - ClimateAI,"We are a team of passionate, hardworking scientists, engineers and agriculture entrepreneurs who all believe that climate change is the most important problem  ...",,,,,,,,,,,,,,,
172,https://www.wsj.com/articles/how-a-30-ton-robot-could-help-crops-withstand-climate-change-11597237276,How a 30-Ton Robot Could Help Crops Withstand Climate Change ...,"Aug 12, 2020 ... Arizona has what researchers call 'the climate of tomorrow, today. ... How do you think robots and artificial intelligence might change the face of ...",,,,,,,,,,,,,,,
173,https://hai.stanford.edu/news/environmental-intelligence-applications-ai-climate-change-sustainability-and-environmental,Environmental Intelligence: Applications of AI to Climate Change ...,"Jul 16, 2020 ... Environmental Intelligence: Applications of AI to Climate Change, Sustainability, and Environmental Health ... At an HAI workshop, researchers ...",,,,,,,"By tracking the environmental footprint of activities and linking it meaningfully to human outcomes, AI could play an important role in the development, implementation, and enforcement of environmental laws, regulations, and policies.",,,,,,,,
174,https://www.bbc.com/future/gallery/20190117-how-ai-can-help-us-understand-climate-change,Future - How to see climate change through other eyes - BBC,"Jan 21, 2019 ... An artificial intelligence that scoured the internet for photos created these eerie and striking composite images of a warming world.",,,,,,,,,,,,,,,
175,https://www.climatechange.ai/about.html,Climate Change AI (CCAI),Climate Change AI (CCAI) is an organization composed of volunteers from academia and industry who believe that tackling climate change requires concerted ...,,,,,,,,,,,,,,,
176,https://www.climatechange.ai/events/icml2021.html,Tackling Climate Change with Machine Learning | Climate Change AI,"Convey the big picture: Ultimately, the goal of Climate Change AI is to “empower work that meaningfully addresses the climate crisis.” Try to make sure that from ...","Convey the big picture: Ultimately, the goal of Climate Change AI is to “empower work that meaningfully addresses the climate crisis.” Try to make sure that from the beginning, you contextualize your method and its impacts in terms of this objective.",,,,,,,,,,,,,,
177,https://www.climatechange.ai/paper,paper.pdf,Presentation Mode Open Print Download Current View. Go to First Page Go to Last Page. Rotate Clockwise Rotate Counterclockwise. Text Selection Tool,,,,,,,,,,,,,,,
178,https://eos.org/opinions/weathering-environmental-change-through-advances-in-ai,Weathering Environmental Change Through Advances in AI - Eos,"Jul 28, 2020 ... Artificial intelligence is poised to help us harness the power of the big-data frontier by exploiting untapped environmental observations and ...",,,,,,,,,,,,,,,
179,https://www.globenewswire.com/news-release/2021/07/02/2256903/0/en/Two-Climate-Change-AI-Co-Founders-Named-Among-MIT-Technology-Review-s-35-Innovators-Under-35.html,Two Climate Change AI Co-Founders Named Among MIT,"Jul 1, 2021 ... Two Climate Change AI Co-Founders Named Among MIT Technology Review's “ 35 Innovators Under 35” ... Rolnick and Donti were both ...",,,,,,,,,,,,,,,
180,https://www.youtube.com/channel/UCyjDr_aoMlzhSvCTdT7eZ9g,Climate Change AI - YouTube,"Official channel of Climate Change AI (www.climatechange.ai), an initiative to facilitate cooperation and provide resources at the intersection of climate ch...",,,,,,,,,,,,,,,
181,https://digitalcommons.law.yale.edu/yjreg/vol37/iss3/3/,"""Artificial Intelligence and Climate Change"" by Amy L. Stein","As artificial intelligence (AI) continues to embed itself in our daily lives, many focus ... This Article argues for the enhanced use of AI to address climate change,  ...",,,,,,,,,,,,,,,
182,https://www.elementai.com/news/2019/climate-change-how-can-ai-help,Climate Change: How Can AI Help? | Element AI,"We agreed that AI could have a significant impact on climate change if we brought the community together to develop solutions, and there was more work to do in ...",,,,,,,,,,,,,,,
183,https://slideslive.com/38917843/geoscience-data-and-models-for-the-climate-change-ai-community,Karthik Mukkavilli · Geoscience data and models for the climate ...,"Jun 14, 2019 ... Many in the machine learning community wish to take action on climate change, yet feel their skills are inapplicable. This workshop aims to ...",,,,,,,,,,,,,,,
184,https://www.woodplc.com/digital-and-technology/data-driven-sustainability,Data-driven sustainability | Digital and technology,Climate change is one of the most important and serious challenges humanity has ever faced. The Paris Agreement set the target of limiting global warming to ...,,,,,,,,,,,,,,,
185,https://www.mdpi.com/2071-1050/10/11/3959,Sustainability | Free Full-Text | Indicators on the Impacts of Climate ...,"Indicators on the Impacts of Climate Change on Biodiversity in Germany—Data Driven or Meeting Political Needs? by. Rainer Schliep. 1,*,. Ulrich Walz. 2 ,.",,,,,,,,,,,,,,,
186,https://impactlab.org/our-approach/,Our Approach | Climate Impact Lab,"Aug 3, 2020 ... The Climate Impact Lab's team of economists, climate scientists, data engineers, and risk ... Climate change is already impacting our everyday lives. ... data-driven approach to quantify the impacts and costs of climate change, ...",,,,,,,,,,,,,,,
187,https://www.forbes.com/sites/annefield/2014/07/29/a-startup-accelerator-for-social-entrepreneurs-using-data-to-address-climate-change/,A Startup Accelerator For Data-Driven Social Enterprises ...,"Jul 29, 2014 ... Startup accelerator Climate Ventures 2.0 is for social enterprises working with government data to help communities withstand climate change's ...",“The data is there; the technology is there.,,,,,,,,,,,,,,
188,https://www.media.mit.edu/posts/data-driven-humanitarian-mapping-kdd-2021-workshop/,"Data-driven Humanitarian Mapping, KDD 2021 — MIT Media Lab","Apr 23, 2021 ... climate change, sustainability, humanitarian actions, global development.",,,,,,,,,,,,,,,
189,https://plana.earth/academy/climate-action-data-driven-approach/,Introducing the Plan A Algorithm - Plan A Academy,"Jan 30, 2019 ... Why we need a data-driven approach against climate change. How can data techniques navigate the climate fight in a better way? Discover ...",,,,,,,,,,,,,,,
190,https://datamakespossible.westerndigital.com/expert-forum-explores-data-driven-innovation-fight-climate-change/,Expert Forum Explores Data-Driven Innovation to Fight Climate ...,"Sep 14, 2017 ... Janet George, Chief Data Officer, Western Digital; Robert Kirkpatrick, Director, UN Global Pulse; Amy Luers, Director of Climate Change, Skoll ...","Subscribe
 


SEARCH





 


 

FOLLOW US ON SOCIAL











 






 



Everywhere data is captured, preserved, accessed and transformed, Western Digital is leading the charge to unlock its potential.",,,,,,,,,,,,,,
191,http://priceofoil.org/,"Oil Change International | Data Driven, People Powered.",At Oil Change International we work to expose the true costs of fossil fuels and facilitate the coming transition towards clean energy. Join us.,,,,,,,,,,,,,,,
192,https://www.tmrow.com/,Tomorrow - Data Driven Climate Action,Tomorrow builds tech that empowers people and organisations to understand and reduce their carbon footprint.,,,,,,,,,,,,,,,
193,https://datadrivenlab.org/featured/are-different-actors-coordinating-on-climate-change/,Are different actors coordinating on climate change? | Data-Driven ...,"Feb 12, 2021 ... towards global climate change governance. ... We have demonstrated here how using text-based data processing strategies such as NLP and ...",,,,,,,,,,,,,,,
194,https://www.thelancet.com/journals/lanplh/article/PIIS2542-5196(17)30082-7/fulltext,Increasing risk over time of weather-related hazards to the European ...,"Aug 1, 2017 ... Climate change is one of the biggest global threats to human health of the 21st ... Its peril to society will be increasingly connected to weather-driven hazards ... All authors had full access to all the data in the study and the ...",,,,,,,,,,,,,,,
195,https://www.eceee.org/all-news/news/eu-unveils-data-driven-climate-adaptation-strategy-drawing-green-criticism/,"EU unveils data-driven climate adaptation strategy, drawing green","EU unveils data-driven climate adaptation strategy, drawing green criticism. ( EurActiv, 25 Feb 2021) More and better data is needed to improve knowledge of  ...","








The floods show London is now on the ...
         • 
        ‘Climate change has become real’: extreme weather sinks ...





“
Public Buldings: The starter cog for the Renovation Wave
”



Columnist
Adrian Joyce







Advanced Search eceee






Home


About eceee


Events


Policy pages


Library


News


Members













Summer Study
Industrial Efficiency
Ecodesign
eceee













News


Columns


eceee press releases


Jobs & tenders


eceee news & info subscription














Share this on social media
          




EU unveils data-driven climate adaptation strategy, drawing green criticism
(EurActiv, 25 Feb 2021) More and better data is needed to improve knowledge of how to adapt to climate change, according to the European Commission’s new adaptation strategy, which immediately came under fire from green activists for missing binding targets.",,,,,,,,,,,,,,
196,https://datadrivenlab.org/wp-content/uploads/2018/08/YALE-NCI-PBL_Global_climate_action.pdf,"GLOBAL CLIMATE ACTION FROM CITIES, REGIONS, AND ...","Aug 24, 2018 ... Data Driven Yale, NewClimate Institute, PBL Environmental ... gas emissions footprints, to building capacity for climate adaptation and.",,,,,,,,,,,,,,,
197,https://headwaterseconomics.org/equity/climate-change/economics-climate-adaptation/,Using Economics to Support Climate Adaptation - Headwaters ...,"Dec 5, 2019 ... Economic data and methods for climate adaptation strategies can be ... concise, data-driven cases for community adaptation and resilience.",,,,,,,,,,,,,,,
198,https://www.frontiersin.org/articles/10.3389/fenvs.2021.619092/full,The Applicability of Big Data in Climate Change Research ... - Frontiers,"Mar 17, 2021 ... Big Data-based tools are already widespread in this new complex science, for example, to monitor seasonal changes in climate change ( ...","AI is mainly used to support decision-making, but it also can skilfully fill observational gaps when combined with numerical climate model data.",,,,,,,,,,,,,,
199,https://www.energy.gov/articles/us-department-energy-provide-16-million-machine-learning-and-artificial-intelligence,U.S. Department of Energy to Provide $16 Million for Machine ...,"Sep 9, 2020 ... “We are making enormous strides in adapting machine learning and artificial intelligence to a wide range of scientific and operational ...",,,,,,,,,,"The first set focuses on the development of ML and AI for predictive modeling and simulation for research across the physical sciences.The second set of projects focuses on basic ML and AI research for “decision support” in managing complex processes similar to those found in self-driving cars, where ML and AI can make or aid in making decisions in real time.",,,,,
200,https://www.ri.se/en/our-stories/could-ai-provide-the-answers-to-climate-change,Could AI provide the answers to climate change? | RISE,"Nov 27, 2019 ... Climate Change AI is a group of volunteers from academia and industry who believe in using machine learning, where it is relevant, to help tackle ...",,,,,,,,,,,,,,,
201,https://ethz.ch/en/news-and-events/eth-news/news/2020/05/podcast-ai-climate-change.html,Can AI help tackle climate change? | ETH Zurich,"May 20, 2020 ... Kaack and Dao both use artificial intelligence and machine learning in various areas to fight climate change. Dao studies the effects of ...",,,,,,,,,,,,,,,
202,https://alexmoltzau.medium.com/adaption-to-climate-change-with-machine-learning-47421cd04387,Adaptation to Climate Change with Machine Learning | by Alex ...,"Yesterday I had a look at the topic Mitigation of Climate Change with Machine Learning, this was an excerpt from the paper posted on arXiv called Tackling ...",,,,,,,,,,,,,,,
203,https://ai4er-cdt.esc.cam.ac.uk/,AI for the study of Environmental Risks (AI4ER) | UKRI Centre for ...,"Weather, Climate and Air Quality; Natural Hazards; Natural Resources (food, ... AI will underpin next generation data-analytics systems that can, e.g., process data ... our aligned students, and how she is using AI to understand climate change.",,,,"AI will underpin next generation data-analytics systems that can, e.g., process data from diverse sources (including sensors on the ground, in the air or in space) and classify them into categories that humans can understand.",,,,,,"The data can be optimally combined to generate, e.g., key indices to track progress against sustainable development goals or information to ensure conservation efforts and resources are deployed efficiently and cost-effectively.",,,,,
204,https://www.ers.usda.gov/publications/pub-details/?pubid=93546,Climate Change and Agricultural Risk Management ... - USDA ERS,"Jul 22, 2019 ... Keywords: climate change, risk management, machine learning, agriculture, Regional Environment and Agriculture Programming, REAP model ...",,,,,,,,,,,,,,,
205,https://www.nccs.nasa.gov/news-events/nccs-highlights/AI_CoE,NASA Goddard's AI Center of Excellence Connects Scientists and ...,"NASA Goddard Space Flight Center's Artificial Intelligence Center of ... cloud opportunities through the Science Managed Cloud Environment (SMCE) and the ... such as the Discover Supercomputer, the ADAPT Science Cloud, the ADAPT ...",,,,,,,,,,,,,"A complete list of projects is too long to gather because the adoption of AI tools for research is becoming so ubiquitous at NASA, and communities of practice in AI are continually growing.",,
206,https://www.economist.com/open-future/2019/10/01/how-to-respond-to-climate-change-if-you-are-an-algorithm,"How to respond to climate change, if you are an algorithm | The ...","Oct 1, 2019 ... We ran our youth essay question through an artificial-intelligence system to produce an essay | Open Future.",,,,,,,,,,,,,,,
207,https://climate-adapt.eea.europa.eu/,Home — Climate-ADAPT,Studies; Adaptation Support Tool. Health Observatory Logo. The European Climate Data Explorer provides interactive access to many climate indices from the ...,,,,,,,,,,,,,,,
208,https://www.nesta.org.uk/project-updates/civic-ai-project-overview/,Civic AI | Nesta,We will explore their role in climate crisis mitigation and adaptation. What does a  ...,Civic AI is a research project exploring where AI can help equip communities with the tools to collectively respond to the climate crisis and achieve the 2050 target of a carbon-neutral economy.,,,,,,"Below, we explore how AI could be used to complement and enhance community-led efforts as part of inclusive civic infrastructures.We define civic assets as the essential shared infrastructure that benefits communities such as parks and street trees or a community library.",,,,,,,,
209,https://singularityhub.com/2019/07/21/machine-learning-vs-climate-change-ai-for-the-greener-good/,Machine Learning vs. Climate Change: AI for the Greener Good,"Jul 21, 2019 ... Machine learning algorithms can process huge amounts of data, from real-time weather conditions to information about pollution to video streams ...",,,,,,,,,,This is not all satellite data can be used for.,,,,,
210,https://bernardmarr.com/the-amazing-ways-we-can-use-ai-to-tackle-climate-change/,The Amazing Ways We Can Use AI To Tackle Climate Change ...,Artificial intelligence and deep learning can help climate researchers and innovators test out their theories and solutions about how to reduce air pollution and ...,,,,,,,,,,,,,,,
211,https://www.information-age.com/how-artificial-intelligence-can-drive-your-climate-change-strategy-123493191/,How artificial intelligence can drive your climate change strategy,"Dec 21, 2020 ... The adoption of AI to address climate change is also growing, with successful use cases around tracking GHG emissions and tracing GHG ...",,,,,,,,,,,,,,,
212,https://stanfordmlgroup.github.io/programs/aicc-bootcamp/,AI For Climate Change Bootcamp,The AI for Climate Change Bootcamp provides Stanford students an opportunity to do cutting-edge research at the intersection of AI and climate change.,,,,,,,,,,,,,"Students also collaborate with climate change experts from industry.ApplicationsStudents with a background in artificial intelligence are encouraged to apply.Applications for the Fall-Winter 2021-2022 bootcamp are now open.Early Applications due Aug 27th, 2021 at 11:59p PST.Regular Applications due Sep 7th, 2021 at 11:59p PST.Late Applications due Sep 13th, 2021 at 11:59p PST.",,
213,https://ec.europa.eu/research-and-innovation/en/horizon-magazine/ai-can-help-us-fight-climate-change-it-has-energy-problem-too,AI can help us fight climate change. But it has an energy problem ...,Artificial intelligence (AI) technology can help us fight climate change – but it also comes at a cost to the planet. To truly benefit from the technology's climate ...,,,,,,,,,,,,,,,
214,https://www.cnbc.com/2020/12/17/climate-change-falls-down-the-agenda-at-ai-lab-deepmind.html,DeepMind A.I. lab shifts focus from climate change,"Dec 17, 2020 ... DeepMind Energy grew to around 14 people and was tasked with dreaming up new AI technologies to fight climate change. In 2019, DeepMind ...",,,,,,,"However, DeepMind and Google Cloud are yet to give any specific examples of where and how the platform is being used.The DeepMind Energy unitIn 2017, DeepMind started recruiting more experts at Google's sprawling new campus in London's King's Cross neighborhood to investigate how AI could be used to slow the effects of global warming.",,,,,,,,
215,https://www.greentechmedia.com/articles/read/how-a.i-will-revolutionize-climate-tech,How A.I. Will Revolutionize Climate Tech | Greentech Media,"Jun 17, 2021 ... She's a PhD student at Carnegie Mellon and co-chair of the Climate Change AI organization. This week, she came back with her Climate ...",,,,,,,,,,,,,,,
216,https://www.weforum.org/agenda/2021/06/could-the-combo-of-a-digital-twin-and-reinforcement-learning-tackle-climate-change/,Using a digital version of Earth to fight climate change | World ...,"Jun 10, 2021 ... An AI technique called reinforcement learning could help us solve some of the world's most complex problems. · It enables an algorithm to learn ...",,,,,,,,,,,,,"The latest iterations in reinforcement learning algorithms are much more efficient to train to perform tasks, substantially driving down compute costs.",,
217,https://epi.yale.edu/,Environmental Performance Index: Welcome,The 2020 Environmental Performance Index (EPI) provides a data-driven ... and with leading-edge commitments and outcomes with regard to climate change ...,,,,,,,,,,,,,,,
218,https://www.un.org/datastrategy,UN Secretary-General's Data Strategy,"To help unlock more potential, 50 UN entities jointly designed this Strategy as a comprehensive playbook for data-driven change based on global best practice.",Use cases – purposes for which data is used  – already permeate our organization.,,,,,,,,,,,,,,
219,https://www.dw.com/en/global-climate-change-data-driven-answers-to-the-biggest-questions/a-18874385,Global climate change: Data-driven answers to the biggest ...,"Nov 26, 2015 ... How vulnerable is your country to the effects of climate change? Which countries are accelerating climate change by emitting most CO2?",,,,,,,,,,,,,,,
220,https://www.climatechange.ai/papers/iclr2020/11.html,WeatherBench: A benchmark dataset for data-driven weather ...,Climate Change AI - ICLR 2020 Accepted Work. ... WeatherBench: A benchmark dataset for data-driven weather forecasting (Papers Track) Best Paper Award.,,,,,,,,,,,,,,,
221,https://www.wheaton.edu/academics/academic-centers/wheaton-center-for-faith-politics-and-economics/student-opportunities/data-driven-debates/,"Data Driven Debates - Wheaton College, IL","Data Driven Debate - Climate Change. Monday, March 19, 2018. Bakke Auditorium, Marion E. Wade Center Tyler Long and Tyler Waaler tackle the subject of ...",,,,,,,,,,,,,"Instead, emotional arguments or partial data are used.",,
222,https://www.miamigov.com/Government/ClimateChange/Climate-Change-Action/MiamiForeverClimateReady/Goal1,Goal 1: Ensure decisions are data-driven and human-centered - Miami,"To adapt to climate threats over time, we need to understand the triple bottom line (environmental, social, and economic) impacts of climate change, and potential ...",,,,,,,,,,,,,,,
223,https://npg.copernicus.org/articles/special_issue160.html,Special issue – Physics-driven data mining in climate change ... - NPG,Physics-driven data mining in climate change and weather extremes ... On the data-driven inference of modulatory networks in climate science: an application to ...,,,,,,,,,,,,,,,
224,https://www.eugene-or.gov/4284/Climate-Action-Plan-20,"Climate Action Plan 2.0 | Eugene, OR Website",Eugene's Community Climate Action Plan 2.0 (CAP2.0) continues the momentum created by Eugene's ... Section 1: A Data-Driven Roadmap for Climate Change ...,,,,,,,,,,,,,,,
225,https://www.ars.usda.gov/news-events/news/research-news/2021/a-data-driven-approach-to-measuring-agricultural-sustainability-in-large-landscapes/,A Data-Driven Approach to Measuring Agricultural Sustainability in ...,"May 11, 2021 ... “Recently, access to an extensive amount of long-term data from a variety of sources made it possible to compare environmental changes ...",,,,,,,,,,,,,,,
226,https://climate.ai/,ClimateAI: Home,Accelerating climate resilience in mission-critical supply chains ... ClimateAI is pioneering the use of artificial intelligence to better predict these climatic patterns  ...,,,,,,,,,,,,,,,
227,https://www.wsj.com/articles/climate-ai-startups-offer-businesses-shelter-from-inclement-weather-risk-11628273073,Climate AI Startups Offer Businesses Shelter From Inclement ...,"Aug 6, 2021 ... The increased frequency and severity of natural catastrophes has sparked a growing industry of climate-analytics companies that aim to help ...",,,,,,,,,,,,,,,
228,https://www.crunchbase.com/organization/climateai,ClimateAI - Crunchbase Company Profile & Funding,World's first Enterprise Climate Platform. ... Evans; Operating Status Active; Last Funding Type Series A. Company Type For Profit. Contact Email max@climate.ai  ...,,,,,,,,,,,,,,,
229,https://www.linkedin.com/company/climateai,ClimateAI | LinkedIn,"Specialties: climate change, machine learning, artificial intelligence, climate science, renewables, deep learning, clean energy, statistical modeling, ...",,,,,,,,,,,,,,,
230,https://energy.stanford.edu/news/12-million-two-new-stanford-research-projects-energyclimate-ai-and-environmental-justice,$1.2 million for two new Stanford research projects on energy ...,"$1.2 million for two new Stanford research projects on energy/climate AI and environmental justice. Jun 10, 2021. Precourt Institute. Three Stanford University  ...",,,,,,,,,,,,,,,
231,https://www.globenewswire.com/en/news-release/2021/07/21/2266303/0/en/Top-Investors-Back-ClimateAi-to-Tackle-1-3-Trillion-in-Climate-Risk-Across-Supply-Chains.html,Top Investors Back ClimateAi to Tackle $1.3 Trillion in Climate Risk ...,"Jul 21, 2021 ... “ClimateAi is a game changer for companies looking to better predict production, supply and demand challenges. With its AI-based solutions, ...",,,,,,,,,,,,,,,
232,https://innovation.luskin.ucla.edu/climate/,Climate - UCLA Luskin Center for Innovation,"Data-driven research from the Luskin Center for Innovation (LCI) supports the ... As communities confront a rapidly changing climate, climate adaptation has ...",,,,,,,,,,,,,,,
233,https://www.atlanticcouncil.org/blogs/geotech-cues/eu-us-tech-cooperation/,EU-US tech cooperation: Strengthening transatlantic relations in ...,"Jun 16, 2021 ... ... should take advantage of this new political climate to strengthen the transatlantic bond and adapt it to the needs of data-driven economies.",,,,,,,,,,,,,,,
234,https://chemonics.com/blog/why-glasgows-climate-talks-should-warm-to-resettlement-for-small-island-states/,Why Glasgow's Climate Talks Should Warm to Resettlement for ...,"Jun 3, 2021 ... Environment and Natural Resources | Climate Change | Environmental and Social Support ... that many island-based indigenous communities must consider. ... Combating Climate Change with Data-Driven Development.",,,,,,,,,,,,,,,
235,https://www.chemonics.com/technical-areas/climate-change/,Climate Change - Chemonics International,Climate change affects every corner of our planet and every sector of development: ... Championing data-driven decision-making and policy reform based on ...,,,,,,,,,,"In response to this challenge, climate data can be employed in program design to foster greater resilience for livelihoods at…







 


												Despite Challenges, Urban Microgrids Increase Resilience 

Urban microgrids are high on the global development agenda.",,,,,
